result_code,PRMS Result Code,Year,PRMS Short Title,Type,Result Status,Top 10 Innovations,In PRMS (for Top 10),Innovation Short Name,Cluster,Program,2025 ballpark USD investments - CG Bilaterals,2025 ballpark USD investments - Lead CG Science Program,2025 ballpark USD investments - Partner co-investment,2026 estimated pooled USD need for lead Science Program,2027 estimated pooled USD need for lead Science Program,input_text
12675,369.0,2024.0,Aligning standardized breeding pipeline processes and stage gates in Genetic,Innovation development,Quality Assessed,,,,,,,,,,,Aligning standardized breeding pipeline processes and stage gates in Genetic
12676,372.0,2024.0,A methodology for assessing the anticipated return on investment and,Innovation development,Quality Assessed,,,,,,,,,,,A methodology for assessing the anticipated return on investment and
12677,397.0,2024.0,Development of livestock decision trees to provide climate advisories based,Innovation development,Quality Assessed,,,,,,,,,,,Development of livestock decision trees to provide climate advisories based
12678,404.0,2024.0,Business model assessment template to assess the viability of digital,Innovation development,Quality Assessed,,,,,,,,,,,Business model assessment template to assess the viability of digital
12679,411.0,2024.0,Stata command file that simplifies the calculation of all versions,Innovation development,Quality Assessed,True,Yes,WEAI suite of empowerment measurement tools,Empowering Women in Agrifood Systems,Gender,200000,150000, ,150000,150000,Stata command file that simplifies the calculation of all versions
12681,416.0,2024.0,Improved community-led water governance approach through sluice gate irrigation system,Innovation development,Quality Assessed,,,,,,,,,,,Improved community-led water governance approach through sluice gate irrigation system
12684,445.0,2024.0,Dairy profitability simulator mobile app for extension agents and dairy,Innovation development,Quality Assessed,,,,,,,,,,,Dairy profitability simulator mobile app for extension agents and dairy
12685,452.0,2024.0,"Decision-support system to help researchers, development actors, donors and governments",Innovation development,Quality Assessed,,,,,,,,,,,"Decision-support system to help researchers, development actors, donors and governments"
12686,453.0,2024.0,Improved performance and market orientation of sheep fattening by women,Innovation development,Quality Assessed,,,,,,,,,,,Improved performance and market orientation of sheep fattening by women
12687,454.0,2024.0,Social behavior change communication for community health workers and men,Innovation development,Quality Assessed,,,,,,,,,,,Social behavior change communication for community health workers and men
12688,455.0,2024.0,"Co-operative for women and men beef-cattle artificial inseminators, for improved",Innovation development,Quality Assessed,,,,,,,,,,,"Co-operative for women and men beef-cattle artificial inseminators, for improved"
12689,456.0,2024.0,An innovative genetic improvement strategy for sheep and goat that,Innovation development,Quality Assessed,,,,,,,,,,,An innovative genetic improvement strategy for sheep and goat that
12690,457.0,2024.0, An experimental vaccine for the control of East Coast,Innovation development,Quality Assessed,,,,,,,,,,, An experimental vaccine for the control of East Coast
12691,458.0,2024.0,"Reproductive platform delivering services, such as fixed-time artificial insemination and",Innovation development,Quality Assessed,,,,,,,,,,,"Reproductive platform delivering services, such as fixed-time artificial insemination and"
12692,634.0,2024.0,Managing time in rice-based systems to close yield gaps and,Innovation development,Quality Assessed,True,Yes,Optimizing time in rice systems to boost yields for farmers.,Outliers/Independent,Sustainable Farming,,,,,,Managing time in rice-based systems to close yield gaps and
12693,644.0,2024.0,Aclimate Guatemala: a user-centered digital agro-climatic forecast system for processing,Innovation development,Quality Assessed,,,,,,,,,,,Aclimate Guatemala: a user-centered digital agro-climatic forecast system for processing
12695,661.0,2024.0,Foresight and Rapid Response Modeling System (FARRMS) is an on-demand,Innovation development,Quality Assessed,True,Yes,Foresight and Rapid Response Modeling System (FARRMS),Digital Tools for Agricultural Management,Policy Innovations,0,100000,,100000,100000,Foresight and Rapid Response Modeling System (FARRMS) is an on-demand
12696,662.0,2024.0,Novel Indicators for an Agri-Food System Dashboard Empowering Evidence-Based Policy,Innovation development,Quality Assessed,,,,,,,,,,,Novel Indicators for an Agri-Food System Dashboard Empowering Evidence-Based Policy
12697,754.0,2024.0,"Food Security, Environments and Nutrition Framework: A decision support framework",Innovation development,Quality Assessed,,,,,,,,,,,"Food Security, Environments and Nutrition Framework: A decision support framework"
12698,775.0,2024.0,"The sub-setting tool provides Genebank managers and users (breeders, scientists,",Innovation development,Quality Assessed,,,,,,,,,,,"The sub-setting tool provides Genebank managers and users (breeders, scientists,"
12699,776.0,2024.0,Innovative Software Tools for Estimating Environmental Flow Requirements Based on,Innovation development,Quality Assessed,,,,,,,,,,,Innovative Software Tools for Estimating Environmental Flow Requirements Based on
12700,777.0,2024.0,"Agrobiodiversity Solution Hotspot Tool for local stakeholders to address water,",Innovation development,Quality Assessed,,,,,,,,,,,"Agrobiodiversity Solution Hotspot Tool for local stakeholders to address water,"
12701,778.0,2024.0,Multistakeholder Platforms are networks designed to implement program interventions by,Innovation development,Quality Assessed,,,,,,,,,,,Multistakeholder Platforms are networks designed to implement program interventions by
12703,780.0,2024.0,Gliricidia intercropping into maize cropping combines trees and crops to,Innovation development,Quality Assessed,,,,,,,,,,,Gliricidia intercropping into maize cropping combines trees and crops to
12705,782.0,2024.0,"Creating cost-effective home-mixed livestock fattening rations using hay, grain or",Innovation development,Quality Assessed,,,,,,,,,,,"Creating cost-effective home-mixed livestock fattening rations using hay, grain or"
12706,783.0,2024.0,Maize and legumes rotate annually to reduce the effects of,Innovation development,Quality Assessed,,,,,,,,,,,Maize and legumes rotate annually to reduce the effects of
12707,784.0,2024.0,Mbili Mbili is an innovative cropping system to ensure crop,Innovation development,Quality Assessed,,,,,,,,,,,Mbili Mbili is an innovative cropping system to ensure crop
12708,785.0,2024.0,Guidance for conducting randomized controlled trials (RCTs) of complex interventions,Innovation development,Quality Assessed,,,,,,,,,,,Guidance for conducting randomized controlled trials (RCTs) of complex interventions
12709,786.0,2024.0,Mechanization starter pack for smallholder farmers in Southern Africa,Innovation development,Quality Assessed,,,,,,,,,,,Mechanization starter pack for smallholder farmers in Southern Africa
12710,789.0,2024.0,Conservation agriculture is a cropping systems based on 3 interlinked,Innovation development,Quality Assessed,,,,,,,,,,,Conservation agriculture is a cropping systems based on 3 interlinked
12711,790.0,2024.0,Regional and national policy dialogues to scale support to the,Innovation development,Quality Assessed,,,,,,,,,,,Regional and national policy dialogues to scale support to the
12712,791.0,2024.0,Development and Scaling of Bean-Based Composite Flour Formulations for Enhanced,Innovation development,Quality Assessed,,,,,,,,,,,Development and Scaling of Bean-Based Composite Flour Formulations for Enhanced
12713,793.0,2024.0,Methodology to scale research innovations through the help of private,Innovation development,Quality Assessed,,,,,,,,,,,Methodology to scale research innovations through the help of private
12714,794.0,2024.0,Strip cropping is an improved intercropping strategy for smallholder farmers,Innovation development,Quality Assessed,,,,,,,,,,,Strip cropping is an improved intercropping strategy for smallholder farmers
12715,795.0,2024.0,"In maize-legume intercropping, two or more crops are grown simultaneously",Innovation development,Quality Assessed,,,,,,,,,,,"In maize-legume intercropping, two or more crops are grown simultaneously"
12716,796.0,2024.0,Bringing cutting edge digital products and services to smallholder farmers,Innovation development,Quality Assessed,,,,,,,,,,,Bringing cutting edge digital products and services to smallholder farmers
12718,798.0,2024.0,Addressing drought and invasive pests and diseases through multiple stress,Innovation development,Quality Assessed,,,,,,,,,,,Addressing drought and invasive pests and diseases through multiple stress
12719,805.0,2024.0,"Shamba Shape Up: Using digital channels to deliver bundled agriculture,",Innovation development,Quality Assessed,,,,,,,,,,,"Shamba Shape Up: Using digital channels to deliver bundled agriculture,"
12720,806.0,2024.0,Conjunctive use of groundwater and surface water with solar irrigation,Innovation development,Quality Assessed,,,,,,,,,,,Conjunctive use of groundwater and surface water with solar irrigation
12722,814.0,2024.0,User interface of e-Agrology directed to farmers as a one,Innovation development,Quality Assessed,,,,,,,,,,,User interface of e-Agrology directed to farmers as a one
12723,824.0,2024.0,"Reaching over 50,000 farmers, the NextGen agroadvisory has achieved wheat",Innovation development,Quality Assessed,,,,,,,,,,,"Reaching over 50,000 farmers, the NextGen agroadvisory has achieved wheat"
12724,833.0,2024.0,Updated menu of technologies focused on providing information available for,Innovation development,Quality Assessed,,,,,,,,,,,Updated menu of technologies focused on providing information available for
12725,834.0,2024.0,Updated menu of technologies focused on providing information available for,Innovation development,Quality Assessed,,,,,,,,,,,Updated menu of technologies focused on providing information available for
12726,856.0,2024.0,The Herd Dynamics Model (HDM) component of the Linked Economic,Innovation development,Quality Assessed,,,,,,,,,,,The Herd Dynamics Model (HDM) component of the Linked Economic
12727,863.0,2024.0,GeoAgro-MiSR: A comprehensive digital solution that enables Egyptian small holder,Innovation development,Quality Assessed,,,,,,,,,,,GeoAgro-MiSR: A comprehensive digital solution that enables Egyptian small holder
12728,869.0,2024.0,GenderUp for scaling: A method that supports innovation teams in,Innovation development,Quality Assessed,,,,,,,,,,,GenderUp for scaling: A method that supports innovation teams in
12729,886.0,2024.0,WikiPapa Platform: a decision support tool for monitoring the conservation,Innovation development,Quality Assessed,,,,,,,,,,,WikiPapa Platform: a decision support tool for monitoring the conservation
12731,891.0,2024.0,Satellite-based regional scale climate data extractor for Central and West,Innovation development,Quality Assessed,,,,,,,,,,,Satellite-based regional scale climate data extractor for Central and West
12734,936.0,2024.0,Comparing cropping patterns on-farm in Bangladesh,Innovation development,Quality Assessed,,,,,,,,,,,Comparing cropping patterns on-farm in Bangladesh
12736,952.0,2024.0,Incorporation of organic growth additives to enhance in vitro propagation,Innovation development,Quality Assessed,,,,,,,,,,,Incorporation of organic growth additives to enhance in vitro propagation
12737,953.0,2024.0,"Scaling Readiness: an evidence-based approach to co-design, implement and monitor",Innovation development,Quality Assessed,,,,,,,,,,,"Scaling Readiness: an evidence-based approach to co-design, implement and monitor"
12738,955.0,2024.0,Online Economics Modeling Course for Policy Analysts,Innovation development,Quality Assessed,,,,,,,,,,,Online Economics Modeling Course for Policy Analysts
12739,975.0,2024.0,"Combined access to agronomic advice on fertilizer, optimum, safe planting",Innovation development,Quality Assessed,,,,,,,,,,,"Combined access to agronomic advice on fertilizer, optimum, safe planting"
12740,999.0,2024.0,Epidemiology and Control of Peste des Petits Ruminants Study Design,Innovation development,Quality Assessed,,,,,,,,,,,Epidemiology and Control of Peste des Petits Ruminants Study Design
12741,1003.0,2024.0,"Genomic selection-based breeding programs for dairy cattle, based on performance",Innovation development,Quality Assessed,,,,,,,,,,,"Genomic selection-based breeding programs for dairy cattle, based on performance"
12742,1005.0,2024.0,Living Labs for People as innovation and knowledge co-production space,Innovation development,Quality Assessed,True,Yes,Living Labs for People as innovation and knowledge co-production space for sustainable and low-emission food system transformation,Innovative Knowledge Management in Agriculture,Climate Action,,,,,,Living Labs for People as innovation and knowledge co-production space
12743,1006.0,2024.0,The Women's Empowerment in Livestock Index(WELI) for measuring women's empowerment,Innovation development,Quality Assessed,,,,,,,,,,,The Women's Empowerment in Livestock Index(WELI) for measuring women's empowerment
